Time Period,B_State,Charge_R,Discharge_R,Grid_I,Grid_E
2334,6343.82727502297,0.0,3208.782461,0.0,0.0
2335,0.0,0.0,6026.623858,0.0,0.0
2336,0.0,0.0,0.0,8331.712221,0.0
2337,4911.36550401736,5169.85842528143,0.0,17629.0784852814,0.0
2338,28238.8255300311,24555.2314197313,0.0,34010.4745847313,0.0
2339,51566.2389011248,24555.2314197313,0.0,31573.0853627313,0.0
2340,74893.6056173917,24555.2314197313,0.0,34745.7732597313,0.0
2341,98220.9256789252,24555.2314197313,0.0,35873.4176697313,0.0
2342,98220.9256789252,0.206780896160605,0.0,9394.16798789616,0.0
2343,98220.9256789252,0.206780896160605,0.0,12197.4626508962,0.0
2344,87537.8697633896,0.0,10148.7165,0.0,0.0
2345,75649.5155613343,0.0,11293.77017,0.0,0.0
2346,63310.0069414748,0.0,11722.389454787,0.0,544.452764786987
2347,37462.2683006911,0.0,24555.2314197313,0.0,12517.2502997313
2348,25134.1678498387,0.0,11711.62425,0.0,0.0
2349,11601.2778341346,0.0,12856.19776,0.0,0.0
2350,0.0,0.0,11021.1919,0.0,0.0
2351,0.0,0.0,0.0,10696.1282,0.0
2352,0.0,0.0,0.0,9316.548843,0.0
2353,0.0,0.0,0.0,7069.074506,0.0
2354,0.0,0.0,0.0,5344.707225,0.0
2355,7352.3555364854,7739.32161735305,0.0,11828.7853153531,0.0
2356,7352.34083177433,0.0,0.0,3323.359866,0.0
2357,3701.14051235582,0.0,3468.626334,0.0,0.0
2358,2378.72160902217,0.0,1256.290926,0.0,0.0
2359,0.0,0.0,2259.781009,0.0,0.0
2360,0.0,0.0,0.0,3980.855044,0.0
2361,4911.36550401736,5169.85842528143,0.0,11165.7551192814,0.0
2362,28238.8255300311,24555.2314197313,0.0,33890.6108857313,0.0
2363,51566.2389011248,24555.2314197313,0.0,32129.6805437313,0.0
2364,74893.6056173917,24555.2314197313,0.0,33479.9687417313,0.0
2365,98220.9256789252,24555.2314197313,0.0,31077.6378987313,0.0
2366,98220.9256789252,0.206780896160605,0.0,11765.5797208962,0.0
2367,98220.9256789252,0.206780896160605,0.0,11442.4533008962,0.0
2368,87040.4269633896,0.0,10621.28716,0.0,0.0
2369,75635.4809456936,0.0,10834.53334,0.0,0.0
2370,60066.0043829385,0.0,14790.8590272036,0.0,4604.73775720359
2371,34218.2722301599,0.0,24555.2314197313,0.0,16092.8052257313
2372,22922.7852251944,0.0,10730.64764,0.0,0.0
2373,12719.2856596239,0.0,9693.281034,0.0,0.0
2374,0.0,0.0,12083.29721,0.0,0.0
2375,0.0,0.0,0.0,9819.167332,0.0
2376,0.0,0.0,0.0,11530.38327,0.0
2377,0.0,0.0,0.0,12951.9242,0.0
2378,14438.3661239599,15198.2801304841,0.0,31375.9745104841,0.0
2379,37765.8070959724,24555.2314197313,0.0,38456.3773997313,0.0
2380,37765.7315643582,0.0,0.0,15613.6249,0.0
2381,22962.1497381582,0.0,14063.33098,0.0,0.0
2382,10180.0872664903,0.0,12142.91572,0.0,0.0
2383,0.0,0.0,9671.063561,0.0,0.0
2384,0.0,0.0,0.0,6472.155983,0.0
2385,4911.36550401736,5169.85842528143,0.0,12089.0332052814,0.0
2386,28238.8255300311,24555.2314197313,0.0,33079.7669617313,0.0
2387,51566.2389011248,24555.2314197313,0.0,33906.6531667313,0.0
2388,74893.6056173917,24555.2314197313,0.0,36252.1567997313,0.0
2389,98220.9256789252,24555.2314197313,0.0,34721.3101697313,0.0
2390,98220.9256789252,0.206780896160605,0.0,8329.36552189616,0.0
2391,98220.7292370738,0.0,0.0,5917.915322,0.0
2392,92490.1301703522,0.0,5443.882494,0.0,0.0
2393,84522.5867900919,0.0,7568.99048,0.0,0.0
2394,58674.8057241485,0.0,24555.2314197313,0.0,15602.4883107313
2395,32827.0763537673,0.0,24555.2314197313,0.0,13929.2942897313
2396,23452.2632227725,0.0,8906.010103,0.0,0.0
2397,14313.0438824566,0.0,8682.213814,0.0,0.0
2398,6506.513910053,0.0,7416.176279,0.0,0.0
2399,1035.67452649887,0.0,5197.285052,0.0,0.0
2400,0.0,0.0,983.888832392322,3334.07652660768,0.0
2401,0.0,0.0,0.0,3120.099771,0.0
2402,9383.40828839736,9877.27188252353,0.0,15270.9942455235,0.0
2403,32710.8593703255,24555.2314197313,0.0,34352.9159467313,0.0
2404,32710.7939486068,0.0,0.0,10891.25066,0.0
2405,22815.454823861,0.0,9400.510018,0.0,0.0
2406,11917.5282982145,0.0,10352.98685,0.0,0.0
2407,0.0,0.0,11321.62924,0.0,0.0
2408,0.0,0.0,0.0,7874.255989,0.0
2409,4911.36550401736,5169.85842528143,0.0,12569.6718502814,0.0
2410,28238.8255300311,24555.2314197313,0.0,32405.3674227313,0.0
2411,51566.2389011248,24555.2314197313,0.0,32729.9396167313,0.0
2412,74893.6056173917,24555.2314197313,0.0,31981.2848397313,0.0
2413,98220.9256789252,24555.2314197313,0.0,35232.9251897313,0.0
2414,98220.9256789252,0.206780896160605,0.0,11764.3307108962,0.0
2415,98220.9256789252,0.206780896160605,0.0,14226.5474108962,0.0
2416,85779.505942337,0.0,11819.16213,0.0,0.0
2417,74395.5751622725,0.0,10814.57126,0.0,0.0
2418,61361.3719748285,0.0,12382.3516764789,0.0,4205.37174347895
2419,35513.6372313148,0.0,24555.2314197313,0.0,14134.1414197313
2420,23594.6670882509,0.0,11322.95416,0.0,0.0
2421,11507.3530778641,0.0,11482.90348,0.0,0.0
2422,0.0,0.0,10931.96356,0.0,0.0
2423,0.0,0.0,0.0,7507.632101,0.0
2424,0.0,0.0,0.0,4819.543056,0.0
2425,0.0,0.0,0.0,4695.074378,0.0
2426,0.0,0.0,0.0,3119.04263,0.0
2427,14451.6745678621,15212.2890188022,0.0,17710.3869298022,0.0
2428,14451.6456645129,0.0,0.0,2822.639221,0.0
2429,10235.9576812216,0.0,4004.876126,0.0,0.0
2430,5247.28470930626,0.0,4739.219875,0.0,0.0
2431,0.0,0.0,4984.910504,0.0,0.0
2432,0.0,0.0,0.0,3361.057845,0.0
2433,4911.36550401736,5169.85842528143,0.0,9650.61111128143,0.0
2434,28238.8255300311,24555.2314197313,0.0,28271.5582107313,0.0
2435,51566.2389011248,24555.2314197313,0.0,30993.3597737313,0.0
2436,74893.6056173917,24555.2314197313,0.0,26784.6073077313,0.0
2437,98220.9256789252,24555.2314197313,0.0,27169.3472747313,0.0
2438,98220.9256789252,0.206780896160605,0.0,4788.97857489616,0.0
2439,98220.7292370738,0.0,0.0,7832.809586,0.0
2440,92662.7609819311,0.0,5279.883223,0.0,0.0
2441,87532.3257395671,0.0,4873.737421,0.0,0.0
2442,61684.5386541458,0.0,24555.2314197313,0.0,16797.9860797313
2443,35836.8032642987,0.0,24555.2314197313,0.0,15199.9503577313
2444,24525.8509485869,0.0,10745.33661,0.0,0.0
2445,13417.1335705693,0.0,10553.23491,0.0,0.0
2446,5851.26697314422,0.0,7187.547775,0.0,0.0
2447,1018.45090850502,0.0,4591.164144,0.0,0.0
2448,0.0,0.0,967.526428023039,4242.76957197696,0.0
2449,0.0,0.0,0.0,3270.730039,0.0
2450,0.0,0.0,0.0,4326.19326,0.0
2451,14303.5211274854,15056.338028932,0.0,17471.1972819319,0.0
2452,14303.4925204431,0.0,0.0,6104.822487,0.0
2453,10588.685596616,0.0,3529.039401,0.0,0.0
2454,5461.72764450792,0.0,4870.589936,0.0,0.0
2455,0.0,0.0,5188.630885,0.0,0.0
2456,0.0,0.0,0.0,5420.063855,0.0
2457,4911.36550401736,5169.85842528143,0.0,12515.4787612814,0.0
2458,28238.8255300311,24555.2314197313,0.0,33654.9088027313,0.0
2459,51566.2389011248,24555.2314197313,0.0,32626.0941227313,0.0
2460,74893.6056173917,24555.2314197313,0.0,34931.4484397313,0.0
2461,98220.9256789252,24555.2314197313,0.0,34898.3954897313,0.0
2462,98220.9256789252,0.206780896160605,0.0,11449.6177308962,0.0
2463,98220.9256789252,0.206780896160605,0.0,13088.5553708962,0.0
2464,86993.6397528633,0.0,10665.73501,0.0,0.0
2465,74628.3887550575,0.0,11746.82316,0.0,0.0
2466,61566.0312245957,0.0,12409.09786,0.0,0.0
2467,36225.548800317,0.0,24073.3413276055,0.0,11325.4117976055
2468,23572.1360123773,0.0,12020.67332,0.0,0.0
2469,12418.2631417894,0.0,10596.13444,0.0,0.0
2470,0.0,0.0,11797.32639,0.0,0.0
2471,0.0,0.0,0.0,8853.213541,0.0
2472,0.0,0.0,0.0,4658.098048,0.0
2473,0.0,0.0,0.0,11230.72227,0.0
2474,0.0,0.0,0.0,8891.843271,0.0
2475,20111.696804622,21170.20716276,0.0,30202.54746776,0.0
2476,20111.6565812284,0.0,0.0,6792.129573,0.0
2477,14470.3347873889,0.0,5359.217492,0.0,0.0
2478,6306.51755408774,0.0,7755.598878,0.0,0.0
2479,0.0,0.0,5991.179694,0.0,0.0
2480,0.0,0.0,0.0,4184.965672,0.0
2481,4911.36550401736,5169.85842528143,0.0,10528.6887062814,0.0
2482,28238.8255300311,24555.2314197313,0.0,31849.2968697313,0.0
2483,51566.2389011248,24555.2314197313,0.0,32177.7701147313,0.0
2484,74893.6056173917,24555.2314197313,0.0,34690.9785097313,0.0
2485,98220.9256789252,24555.2314197313,0.0,34831.3933397313,0.0
2486,98220.9256789252,0.206780896160605,0.0,12491.7676108962,0.0
2487,98220.9256789252,0.206780896160605,0.0,12636.3638008962,0.0
2488,83226.1294476001,0.0,14244.8698,0.0,0.0
2489,72099.5490795518,0.0,10570.09322,0.0,0.0
2490,46901.7393597179,0.0,23937.7822446989,0.0,14930.2199846989
2491,21054.0335354694,0.0,24555.2314197313,0.0,16107.8021247313
2492,14752.4543421392,0.0,5986.460231,0.0,0.0
2493,8406.50998670418,0.0,6028.619108,0.0,0.0
2494,0.0,0.0,7986.168515,0.0,0.0
2495,0.0,0.0,0.0,6173.023919,0.0
2496,0.0,0.0,0.0,7969.174374,0.0
2497,0.0,0.0,0.0,4049.188041,0.0
2498,8698.04518323092,9155.83703497992,0.0,15171.4733489799,0.0
2499,32025.4976358853,24555.2314197313,0.0,30516.2478847313,0.0
2500,32025.43358489,0.0,0.0,7566.816007,0.0
2501,20680.5628182334,0.0,10777.56638,0.0,0.0
2502,10483.2907139498,0.0,9687.369206,0.0,0.0
2503,0.0,0.0,9959.10626,0.0,0.0
2504,0.0,0.0,0.0,12466.85255,0.0
2505,4911.36550401736,5169.85842528143,0.0,15881.9621852814,0.0
2506,28238.8255300311,24555.2314197313,0.0,37783.7886497313,0.0
2507,51566.2389011248,24555.2314197313,0.0,37158.4988997313,0.0
2508,74893.6056173917,24555.2314197313,0.0,35732.7880997313,0.0
2509,98220.9256789252,24555.2314197313,0.0,34329.2302787313,0.0
2510,98220.9256789252,0.206780896160605,0.0,9877.36257689616,0.0
2511,98220.9256789252,0.206780896160605,0.0,9412.32124089616,0.0
2512,85587.3498686528,0.0,12001.7104,0.0,0.0
2513,74461.1776202688,0.0,10569.70102,0.0,0.0
2514,58191.4568184736,0.0,15456.093285468,0.0,4052.10960546802
2515,32343.7284147902,0.0,24555.2314197313,0.0,13702.6016997313
2516,21693.4919799649,0.0,10117.66316,0.0,0.0
2517,10296.4904771915,0.0,10827.11021,0.0,0.0
2518,0.0,0.0,9781.64639,0.0,0.0
2519,0.0,0.0,0.0,12475.23418,0.0
2520,0.0,0.0,0.0,13582.59846,0.0
2521,0.0,0.0,0.0,10797.7067,0.0
2522,0.0,0.0,0.0,10420.50084,0.0
2523,13453.339764508,14161.4102784295,0.0,20460.6955014295,0.0
2524,13453.3128578285,0.0,0.0,3328.983584,0.0
2525,10352.0747754133,0.0,2946.150617,0.0,0.0
2526,5572.47396810583,0.0,4540.601098,0.0,0.0
2527,0.0,0.0,5293.839682,0.0,0.0
2528,0.0,0.0,0.0,6254.134228,0.0
2529,4911.36550401736,5169.85842528143,0.0,12212.2418122814,0.0
2530,28238.8255300311,24555.2314197313,0.0,32458.6559067313,0.0
2531,51566.2389011248,24555.2314197313,0.0,32653.0700927313,0.0
2532,74893.6056173917,24555.2314197313,0.0,35983.8329397313,0.0
2533,98220.9256789252,24555.2314197313,0.0,37843.3727397313,0.0
2534,98220.9256789252,0.206780896160605,0.0,12183.3448108962,0.0
2535,98220.9256789252,0.206780896160605,0.0,11232.5813608962,0.0
2536,85576.3969739159,0.0,12012.11565,0.0,0.0
2537,72990.7102000694,0.0,11956.23984,0.0,0.0
2538,56617.2325224043,0.0,15554.6651114324,0.0,7438.81161643238
2539,30769.5072671695,0.0,24555.2314197313,0.0,14913.1668007313
2540,22269.8444334182,0.0,8074.62123,0.0,0.0
2541,11911.0751695188,0.0,9840.788488,0.0,0.0
2542,0.0,0.0,11315.49878,0.0,0.0
2543,0.0,0.0,0.0,11795.86595,0.0
2544,0.0,0.0,0.0,8738.317368,0.0
2545,0.0,0.0,0.0,8169.523504,0.0
2546,0.0,0.0,0.0,7866.29433,0.0
2547,21058.4805285026,22166.8216089501,0.0,28486.9474999501,0.0
2548,21058.4384115416,0.0,0.0,5632.2247,0.0
2549,15015.8394715069,0.0,5740.428982,0.0,0.0
2550,7050.96659140687,0.0,7566.600706,0.0,0.0
2551,0.0,0.0,6698.404865,0.0,0.0
2552,0.0,0.0,0.0,7669.921511,0.0
2553,4911.36550401736,5169.85842528143,0.0,13809.6255082814,0.0
2554,28238.8255300311,24555.2314197313,0.0,34536.9744357313,0.0
2555,51566.2389011248,24555.2314197313,0.0,35424.8280597313,0.0
2556,74893.6056173917,24555.2314197313,0.0,34729.9923197313,0.0
2557,98220.9256789252,24555.2314197313,0.0,35909.2867897313,0.0
2558,98220.9256789252,0.206780896160605,0.0,11715.1328608962,0.0
2559,98220.7292370738,0.0,0.0,15024.2645,0.0
2560,86478.621585089,0.0,11154.81565,0.0,0.0
2561,75033.6642910038,0.0,10872.54512,0.0,0.0
2562,49185.9022029054,0.0,24555.2314197313,0.0,13291.3810997313
2563,23338.1918103312,0.0,24555.2314197313,0.0,14962.1330537313
2564,15639.1010876318,0.0,7314.091844,0.0,0.0
2565,8474.10950311386,0.0,6806.712291,0.0,0.0
2566,3172.45639068433,0.0,5036.554356,0.0,0.0
2567,0.0,0.0,3013.82754348298,4644.71122351702,0.0
2568,0.0,0.0,0.0,7554.0967,0.0
2569,0.0,0.0,0.0,6025.772137,0.0
2570,0.0,0.0,0.0,5881.265376,0.0
2571,22827.3586403184,24028.7985687563,0.0,33531.5904647563,0.0
2572,22827.3129856012,0.0,0.0,5895.957428,0.0
2573,18547.352657291,0.0,4065.91894,0.0,0.0
2574,8592.87178784884,0.0,9456.721586,0.0,0.0
2575,0.0,0.0,8163.211872,0.0,0.0
2576,0.0,0.0,0.0,8475.027682,0.0
2577,4911.36550401736,5169.85842528143,0.0,15631.3691852814,0.0
2578,28238.8255300311,24555.2314197313,0.0,33414.5294977313,0.0
2579,51566.2389011248,24555.2314197313,0.0,32813.3929337313,0.0
2580,74893.6056173917,24555.2314197313,0.0,32323.3224577313,0.0
2581,98220.9256789252,24555.2314197313,0.0,31254.6610257313,0.0
2582,98220.9256789252,0.206780896160605,0.0,7493.67753889616,0.0
2583,98220.9256789252,0.206780896160605,0.0,9196.60490489616,0.0
2584,87364.9115002317,0.0,10313.02685,0.0,0.0
2585,78626.3553893561,0.0,8301.462312,0.0,0.0
2586,55605.3964246595,0.0,21869.7616263865,0.0,14580.3877253866
2587,29757.6731930968,0.0,24555.2314197313,0.0,16994.3380917313
2588,20951.0953345926,0.0,8366.192426,0.0,0.0
2589,10813.0430576651,0.0,9631.109856,0.0,0.0
2590,0.0,0.0,10272.37036,0.0,0.0
2591,0.0,0.0,0.0,9677.492561,0.0
2592,0.0,0.0,0.0,9140.311522,0.0
2593,0.0,0.0,0.0,7470.046442,0.0
2594,0.0,0.0,0.0,1717.535179,0.0
2595,21246.1383584498,22364.3561667893,0.0,27119.1483947893,0.0
2596,21246.0958661731,0.0,0.0,4119.842116,0.0
2597,14735.0533245077,0.0,6185.450047,0.0,0.0
2598,6901.41105861159,0.0,7441.932156,0.0,0.0
2599,0.0,0.0,6556.327393,0.0,0.0
2600,0.0,0.0,0.0,6850.026976,0.0
2601,4911.36550401736,5169.85842528143,0.0,12984.1646872814,0.0
2602,28238.8255300311,24555.2314197313,0.0,30858.2433047313,0.0
2603,51566.2389011248,24555.2314197313,0.0,33769.5217287313,0.0
2604,74893.6056173917,24555.2314197313,0.0,38900.1434097313,0.0
2605,98220.9256789252,24555.2314197313,0.0,41646.4634397313,0.0
2606,98220.9256789252,0.206780896160605,0.0,17039.7367308962,0.0
2607,98220.9256789252,0.206780896160605,0.0,18468.0077108962,0.0
2608,82943.9036791791,0.0,14512.98428,0.0,0.0
2609,69553.6257282138,0.0,12720.60646,0.0,0.0
2610,54428.6801367519,0.0,14368.56616,0.0,0.0
2611,39386.5332336184,0.0,14289.9361434846,0.0,743.076593484551
2612,25310.8355552888,0.0,13371.83796,0.0,0.0
2613,13029.9667230913,0.0,11666.7773,0.0,0.0
2614,0.0,0.0,12378.44363,0.0,0.0
2615,0.0,0.0,0.0,12357.10819,0.0
2616,0.0,0.0,0.0,13203.02705,0.0
2617,0.0,0.0,0.0,12354.84355,0.0
2618,11604.3218695749,12215.0756521842,0.0,25543.4502821842,0.0
2619,34931.7685096759,24555.2314197313,0.0,36992.9237797313,0.0
2620,34931.6986461389,0.0,0.0,15122.46724,0.0
2621,22449.9365722153,0.0,11857.6076,0.0,0.0
2622,12393.5395028685,0.0,9553.534561,0.0,0.0
2623,0.0,0.0,11773.83898,0.0,0.0
2624,0.0,0.0,0.0,10296.84686,0.0
2625,4911.36550401736,5169.85842528143,0.0,19211.7625152814,0.0
2626,28238.8255300311,24555.2314197313,0.0,39070.8380497313,0.0
2627,51566.2389011248,24555.2314197313,0.0,38682.7300997313,0.0
2628,74893.6056173917,24555.2314197313,0.0,36325.4864897313,0.0
2629,98220.9256789252,24555.2314197313,0.0,39378.6620297313,0.0
2630,98220.9256789252,0.206780896160605,0.0,13487.2024708962,0.0
2631,98220.9256789252,0.206780896160605,0.0,15209.6479508962,0.0
2632,86310.3212897054,0.0,11314.88755,0.0,0.0
2633,72471.998574326,0.0,13146.24259,0.0,0.0
2634,57670.6575382252,0.0,14061.1362874984,0.0,342.827237498443
2635,31822.9301761404,0.0,24555.2314197313,0.0,14172.2073297313
2636,21879.3657365958,0.0,9446.325754,0.0,0.0
2637,11372.0900599696,0.0,9981.870322,0.0,0.0
2638,0.0,0.0,10803.46395,0.0,0.0
2639,0.0,0.0,0.0,11564.02122,0.0
2640,0.0,0.0,0.0,7907.449158,0.0
2641,0.0,0.0,0.0,4327.392257,0.0
2642,0.0,0.0,0.0,3569.766149,0.0
2643,18502.7779262486,19476.6083434195,0.0,23787.2793374195,0.0
2644,18502.7409206927,0.0,0.0,6457.614527,0.0
2645,13391.2066310003,0.0,4855.92242,0.0,0.0
2646,8545.87248753445,0.0,4603.041993,0.0,0.0
2647,0.0,0.0,8118.562626,0.0,0.0
2648,0.0,0.0,0.0,5956.199605,0.0
2649,4911.36550401736,5169.85842528143,0.0,12006.9722042814,0.0
2650,28238.8255300311,24555.2314197313,0.0,32518.6603367313,0.0
2651,51566.2389011248,24555.2314197313,0.0,31013.7226707313,0.0
2652,74893.6056173917,24555.2314197313,0.0,31649.0518487313,0.0
2653,98220.9256789252,24555.2314197313,0.0,30374.3716007313,0.0
2654,98220.9256789252,0.206780896160605,0.0,6764.56635289616,0.0
2655,98220.9256789252,0.206780896160605,0.0,11983.2407208962,0.0
2656,85332.0733844423,0.0,12244.22306,0.0,0.0
2657,74498.020636085,0.0,10292.18798,0.0,0.0
2658,62091.5041403593,0.0,11786.0491247002,0.0,1723.91392470019
2659,36243.7679365812,0.0,24555.2314197313,0.0,13521.5315797313
2660,22425.6079964138,0.0,13127.18308,0.0,0.0
2661,10572.5988820399,0.0,11260.31605,0.0,0.0
2662,0.0,0.0,10043.94885,0.0,0.0
2663,0.0,0.0,0.0,11697.0544,0.0
2664,0.0,0.0,0.0,5619.429217,0.0
2665,0.0,0.0,0.0,5393.395208,0.0
2666,0.0,0.0,0.0,5862.223261,0.0
2667,11956.0227486131,12585.2871038032,0.0,18415.2649708032,0.0
2668,11955.9988365676,0.0,0.0,5486.30289,0.0
2669,6406.76233404359,0.0,5271.751961,0.0,0.0
2670,3822.36472578208,0.0,2455.165555,0.0,0.0
2671,0.0,0.0,3631.239227,0.0,0.0
2672,0.0,0.0,0.0,5516.545865,0.0
2673,4911.36550401736,5169.85842528143,0.0,11532.2522422814,0.0
2674,28238.8255300311,24555.2314197313,0.0,32446.8590547313,0.0
2675,51566.2389011248,24555.2314197313,0.0,34946.3340997313,0.0
2676,74893.6056173917,24555.2314197313,0.0,35940.3788697313,0.0
2677,98220.9256789252,24555.2314197313,0.0,36580.2595997313,0.0
2678,98220.9256789252,0.206780896160605,0.0,12869.4621308962,0.0
2679,98220.9256789252,0.206780896160605,0.0,12628.9208508962,0.0
2680,88236.5037286528,0.0,9485.014233,0.0,0.0
2681,74817.3657503822,0.0,12748.01343,0.0,0.0
2682,62466.6249367033,0.0,11733.06162,0.0,0.0
2683,47254.506493461,0.0,14451.3938344928,0.0,1527.17162449283
2684,31960.5852897112,0.0,14529.13536,0.0,0.0
2685,16536.9018738037,0.0,14652.43852,0.0,0.0
2686,0.0,0.0,15710.02536,0.0,0.0
2687,0.0,0.0,0.0,14451.08162,0.0
2688,0.0,0.0,0.0,10884.02886,0.0
2689,0.0,0.0,0.0,9041.592808,0.0
2690,0.0,0.0,0.0,4856.070656,0.0
2691,20982.7626513604,22087.1185803793,0.0,27037.1041633793,0.0
2692,20982.7206858351,0.0,0.0,6807.33985,0.0
2693,15712.2702003937,0.0,5006.888094,0.0,0.0
2694,8020.55822532698,0.0,7307.096523,0.0,0.0
2695,0.0,0.0,7619.515075,0.0,0.0
2696,0.0,0.0,0.0,9408.99129,0.0
2697,4911.36550401736,5169.85842528143,0.0,14925.7003452814,0.0
2698,28238.8255300311,24555.2314197313,0.0,34597.2204797313,0.0
2699,51566.2389011248,24555.2314197313,0.0,35824.1143197313,0.0
2700,74893.6056173917,24555.2314197313,0.0,34870.0073097313,0.0
2701,98220.9256789252,24555.2314197313,0.0,34559.9126897313,0.0
2702,98220.9256789252,0.206780896160605,0.0,14282.3493508962,0.0
2703,98220.9256789252,0.206780896160605,0.0,18227.5829808962,0.0
2704,79274.1758160212,0.0,17999.22575,0.0,0.0
2705,61054.8663413538,0.0,17308.19338,0.0,0.0
2706,43006.6644316211,0.0,17145.67581,0.0,0.0
2707,27749.0586077659,0.0,14494.64382,0.0,0.0
2708,14745.3109307013,0.0,12353.50757,0.0,0.0
2709,526.250829553167,0.0,13508.07908,0.0,0.0
2710,0.0,0.0,499.937288198933,11520.4919618011,0.0
2711,0.0,0.0,0.0,10561.9463,0.0
2712,0.0,0.0,0.0,12859.952,0.0
2713,0.0,0.0,0.0,9954.389443,0.0
2714,15753.7481601919,16582.892800202,0.0,26336.432176202,0.0
2715,39081.1865014403,24555.2314197313,0.0,35507.9902497313,0.0
2716,39081.1083390673,0.0,0.0,13408.95408,0.0
2717,26260.6856821138,0.0,12179.32727,0.0,0.0
2718,12954.0554239003,0.0,12641.24885,0.0,0.0
2719,0.0,0.0,12306.32804,0.0,0.0
2720,0.0,0.0,0.0,10255.52266,0.0
2721,4911.36550401736,5169.85842528143,0.0,13700.6082882814,0.0
2722,28238.8255300311,24555.2314197313,0.0,35495.9708197313,0.0
2723,51566.2389011248,24555.2314197313,0.0,35283.8422297313,0.0
2724,74893.6056173917,24555.2314197313,0.0,36890.4044197313,0.0
2725,98220.9256789252,24555.2314197313,0.0,40063.7976497313,0.0
2726,98220.9256789252,0.206780896160605,0.0,15247.9233808962,0.0
2727,98220.9256789252,0.206780896160605,0.0,13628.4372608962,0.0
2728,83814.8124686528,0.0,13685.62093,0.0,0.0
2729,72339.6818495542,0.0,10901.21484,0.0,0.0
2730,54617.8622847884,0.0,16835.591141132,0.0,3961.77874113199
2731,28770.141028294,0.0,24555.2314197313,0.0,13498.1923497313
2732,17620.2049301172,0.0,10592.38463,0.0,0.0
2733,6908.53788970736,0.0,10176.05021,0.0,0.0
2734,0.0,0.0,6563.097869,0.0,0.0
2735,0.0,0.0,0.0,5594.72873,0.0
2736,0.0,0.0,0.0,5621.004771,0.0
2737,0.0,0.0,0.0,3919.617623,0.0
2738,0.0,0.0,0.0,4812.656411,0.0
2739,22525.5358839149,23711.0904041209,0.0,29304.9305081209,0.0
2740,22525.4908328431,0.0,0.0,5258.414194,0.0
2741,15386.4352302825,0.0,6782.060024,0.0,0.0
2742,8708.70600583306,0.0,6343.813529,0.0,0.0
2743,0.0,0.0,8273.254159,0.0,0.0
2744,0.0,0.0,0.0,5887.658393,0.0
2745,4911.36550401736,5169.85842528143,0.0,11367.1922682814,0.0
2746,28238.8255300311,24555.2314197313,0.0,34381.1838117313,0.0
2747,51566.2389011248,24555.2314197313,0.0,35057.4503697313,0.0
2748,74893.6056173917,24555.2314197313,0.0,38249.8664497313,0.0
2749,98220.9256789252,24555.2314197313,0.0,36245.7412497313,0.0
2750,98220.9256789252,0.206780896160605,0.0,8431.23923389616,0.0
2751,98220.9256789252,0.206780896160605,0.0,13796.3336208962,0.0
2752,83690.017942337,0.0,13804.17573,0.0,0.0
2753,69975.8213517748,0.0,13028.32775,0.0,0.0
2754,54905.7664001321,0.0,14316.41925,0.0,0.0
2755,31681.0790458585,0.0,22063.3486656037,0.0,9454.88935560375
2756,20642.3297889636,0.0,10486.7516,0.0,0.0
2757,11960.5730474619,0.0,8247.629684,0.0,0.0
2758,0.0,0.0,11362.52167,0.0,0.0
2759,0.0,0.0,0.0,12640.59635,0.0
2760,0.0,0.0,0.0,10479.93918,0.0
2761,0.0,0.0,0.0,8773.885478,0.0
2762,0.0,0.0,0.0,9012.134589,0.0
2763,20527.9079740432,21608.3241832033,0.0,33304.3008232033,0.0
2764,20527.8669182272,0.0,0.0,10636.64343,0.0
2765,14609.0418382829,0.0,5622.844823,0.0,0.0
2766,6761.15222651498,0.0,7455.467374,0.0,0.0
2767,0.0,0.0,6423.081769,0.0,0.0
2768,0.0,0.0,0.0,9240.036347,0.0
2769,4911.36550401736,5169.85842528143,0.0,16816.9854652814,0.0
2770,28238.8255300311,24555.2314197313,0.0,38136.8829497313,0.0
2771,51566.2389011248,24555.2314197313,0.0,37701.3318197313,0.0
2772,74893.6056173917,24555.2314197313,0.0,36972.0161297313,0.0
2773,98220.9256789252,24555.2314197313,0.0,37106.9515897313,0.0
2774,98220.9256789252,0.206780896160605,0.0,12048.7462008962,0.0
2775,98220.9256789252,0.206780896160605,0.0,13843.9966708962,0.0
2776,84882.4667212843,0.0,12671.34939,0.0,0.0
2777,70214.3155774035,0.0,13934.58231,0.0,0.0
2778,55735.6912645619,0.0,13754.55969,0.0,0.0
2779,41603.9077931794,0.0,13425.0884,0.0,0.0
2780,26704.3373327322,0.0,14154.51289,0.0,0.0
2781,11920.8149345838,0.0,14044.29554,0.0,0.0
2782,0.0,0.0,11324.7515383063,314.761001693725,0.0
2783,0.0,0.0,0.0,11464.19124,0.0
2784,0.0,0.0,0.0,12320.20767,0.0
2785,0.0,0.0,0.0,10286.29332,0.0
2786,3385.61326827839,3563.80344029304,0.0,9913.27445229304,0.0
2787,26713.0763457966,24555.2314197313,0.0,32062.4601347313,0.0
2788,26713.0229196439,0.0,0.0,6835.042802,0.0
2789,18903.5236988612,0.0,7418.973505,0.0,0.0
2790,9634.85427812961,0.0,8805.200033,0.0,0.0
2791,0.0,0.0,9153.093258,0.0,0.0
2792,0.0,0.0,0.0,9179.560289,0.0
2793,4911.36550401736,5169.85842528143,0.0,14298.6838922814,0.0
